la vez (44)$$$time . . . as in a particular occasion
el año (55)$$$year
el tiempo (68)$$$time . . . as a concept; weather
el día (71)$$$day
la cosa (78)$$$thing
el hombre (80)$$$man, mankind
el parte (86)$$$part
la vida (88)$$$life
el momento (108)$$$moment
la forma (113)$$$shape, form, way
la casa (116)$$$house
el mundo (118)$$$world
la mujer (127)$$$woman
el caso (130)$$$case
el país (133)$$$country
el lugar (135)$$$place
la persona (137)$$$person
la hora (143)$$$hour
el trabajo (145)$$$work
el punto (147)$$$point, dot, period
la mano (150)$$$hand
la manera (152)$$$way
el ﬁn (156)$$$end
el tipo (157)$$$type, sort
la gente (158)$$$people
el ejemplo (162)$$$example
el lado (165)$$$side
el hijo (166)$$$son
los hijos (166)$$$children, offspring
el problema (169)$$$problem
la cuenta (170)$$$calculation, count; account; check, bill; bead
el medio (171)$$$middle, center; environment; medium; means, way
la palabra (176)$$$word
el niño (178)$$$child
el padre (182)$$$father
el cambio (186)$$$change
la historia (192)$$$history, story
la idea (193)$$$idea
la agua (194)$$$water
la noche (196)$$$night
la ciudad (197)$$$city
el modo (198)$$$way, manner
el nombre (199)$$$name
la familia (201)$$$family
la realidad (202)$$$reality
la obra (206)$$$work; deed; work of art; renovation
la verdad (209)$$$truth
el mes (210)$$$month
la razón (212)$$$reason
el grupo (216)$$$group
la relación (230)$$$relationship
el cuerpo (232)$$$body
el hecho (235)$$$event, fact
el principio (237)$$$beginning
el señor, la señora (240)$$$gentleman, man, lady, woman, wife, mister, maistresse
el pueblo (241)$$$town
la tarde (242)$$$afternoon, evening
el ojo (247)$$$eye
la calle (248)$$$street
el libro (253)$$$book
la fuerza (255)$$$strength, force
la luz (256)$$$light
el santo, la santa (258)$$$saint
el frente (260)$$$front
la frente (260)$$$forehead
el amigo, la amiga (262)$$$friend
el sentido (265)$$$sense
el paso (267)$$$step, pace
la situación (268)$$$situation
la gracia (272)$$$skill, ability; joke; grace
el siglo (273)$$$century
el dios (274)$$$god
la tierra (276)$$$earth, land
el papel (277)$$$paper; role, part
la madre (278)$$$mother
el tema (283)$$$subject, topic; theme
la clase (288)$$$class
el dinero (291)$$$money
el campo (295)$$$field, countryside
la cabeza (298)$$$head
el orden (302)$$$order of numbers
la orden (302)$$$religious order
el don (303)$$$gift, present; talent; male courtesy title
la semana (304)$$$week
el interés (308)$$$interest
la vista (310)$$$sight, view
el acuerdo (313)$$$accord
el número (315)$$$number
el fondo (318)$$$bottom, back of, end of
el camino (319)$$$road, way
la voz (320)$$$voice; opinion; shout; sound; word, term; rumor
el estudio (321)$$$the study of, office study
el valor (326)$$$value
la medida (333)$$$measure
el centro (339)$$$center, downtown
la necesidad (340)$$$necessity
la condición (341)$$$condition
la falta (344)$$$lack, fault
la edad (350)$$$age
el estado (351)$$$state of being of matter, geographical state
el ser (352)$$$being
la puerta (354)$$$door
la cara (356)$$$face
la época (358)$$$epoch, age, period
el color (359)$$$color
la experiencia (361)$$$experience
el movimiento (362)$$$movement
el pesar (366)$$$regret
la posibilidad (367)$$$possibility
el juego (371)$$$play; game, sport
el aire (374)$$$air
la guerra (377)$$$war
el resultado (379)$$$result
la ley (384)$$$law
el aspecto (385)$$$aspect; physical appearance
el pie (386)$$$foot, base
la especie (388)$$$kind
el servicio (390)$$$service
la actividad (393)$$$activity
la cuestión (398)$$$matter, affair, question
la duda (399)$$$doubt
la diferencia (400)$$$difference
la mañana (401)$$$morning, tomorrow
la cantidad (404)$$$quantity
la acción (405)$$$action
la sociedad (408)$$$society
el peso (417)$$$weight
el efecto (418)$$$effect
el objeto (419)$$$object
el amor (423)$$$love
la muerte (424)$$$death
el partido (425)$$$party; game, match
el derecho (427)$$$right, law
el poder (428)$$$power, control; influence; ability; branch of government; force; possession; power of attorney
la importancia (429)$$$importance
el sistema (430)$$$system
el viaje (431)$$$travel
el suelo (432)$$$ground, floor
el respecto (433)$$$respect
el conocimiento (434)$$$knowledge
la libertad (435)$$$freedom, liberty
la atención (441)$$$attention
el esfuerzo (444)$$$effort
el resto (447)$$$rest
la zona (449)$$$area, zone
el miedo (450)$$$fear
el proceso (452)$$$process
el minuto (459)$$$minute
la mesa (461)$$$table
la ocasión (463)$$$occasion
el programa (467)$$$program
el favor (468)$$$favor
la respuesta (472)$$$answer, response
la línea (473)$$$line
el espacio (474)$$$space
el nivel (475)$$$level
el gobierno (476)$$$government
el cabo (477)$$$end, stub, end piece
la pregunta (481)$$$question
la imagen (484)$$$image
la carrera (485)$$$run, running; race; career
la ﬁgura (495)$$$ﬁgure
el animal (497)$$$animal
la base (498)$$$base
la posición (503)$$$position
el motivo (504)$$$motive
la prueba (505)$$$proof, evidence; trial, test
la política (506)$$$politics, policy
el dato (513)$$$fact
los datos (513)$$$data, information
la empresa (517)$$$business
el asunto (518)$$$affair, matter, subject
la presencia (519)$$$appearance, presence
la cultura (521)$$$culture
la serie (522)$$$series
el carácter (530)$$$character, kind
la mayoría (531)$$$majority
la escuela (532)$$$school
el autor, la autora (538)$$$author
el hermano (539)$$$brother
la función (543)$$$function; duty; performance
la causa (546)$$$cause
la decisión (549)$$$decision
la música (550)$$$music
la expresión (555)$$$expression
el río (559)$$$river
la seguridad (560)$$$safety, security
el término (561)$$$end; term, expression
el metro (563)$$$meter, subway
el o la médico (564)$$$doctor
el arte (567)$$$art
la consecuencia (570)$$$consequence
el acto (572)$$$act
la pena (575)$$$sentence, penalty; sorrow, grief; problem
el segundo (577)$$$second
la altura (578)$$$height, altitude
el deseo (579)$$$desire, wish
el joven (581)$$$young person
el sueño (583)$$$dream, sleep
la tarea (585)$$$task, homework
la carta (586)$$$letter, correspondence; playing card; charter, constitution; menu; map, chart
la propiedad (588)$$$property
el producto (589)$$$product
el gusto (593)$$$taste, pleasure
la ayuda (594)$$$help, assistance
la lengua (596)$$$tongue, language
el plan (598)$$$plan
la vuelta (600)$$$turn, revolution, lap; return; change
el proyecto (604)$$$project, plan
la memoria (605)$$$memory
el origen (606)$$$beginning, origin
el elemento (607)$$$element
el mercado (609)$$$market
el curso (610)$$$course, direction; school year; course, school subject
la sangre (613)$$$blood
el interior (614)$$$interior
el uso (619)$$$use; usage
el brazo (620)$$$arm
el o la profesor (621)$$$professor
el futuro (623)$$$future
la oportunidad (624)$$$opportunity, chance
la mitad (625)$$$half; middle
el recuerdo (628)$$$memories, a memory, remembrance, souvenir
la opinión (632)$$$opinion
la boca (635)$$$mouth, entrance, opening
la dirección (636)$$$address; direction; leadership; steering
la pieza (639)$$$piece, part
la actitud (644)$$$attitude
el mar (645)$$$sea
la entrada (647)$$$entrance, admission ticket; beginning; entrée; musical cue
el contacto (648)$$$contact
el corazón (649)$$$heart, core
el capital (651)$$$capital, money
la capital (651)$$$capital city
el título (653)$$$title, heading
el cuarto (655)$$$quarter, fourth, room
el material (656)$$$material
el golpe (657)$$$hit, strike, punch
la comunicación (659)$$$communication
la enfermedad (666)$$$sickness, illness
el bien (667)$$$benefit, belongings
la materia (668)$$$matter, material, subject
el sitio (672)$$$place, space
la naturaleza (674)$$$nature, character
la capacidad (675)$$$capacity
la distancia (678)$$$distance
la información (682)$$$information
el ambiente (683)$$$atmosphere; environment
el desarrollo (685)$$$development
el sol (686)$$$sun
el compañero, la compañera (693)$$$companion, mate, partner
la salida (694)$$$exit; departure; solution; start of a race; wisecrack; sunrise
la conciencia (696)$$$conscience, consciousness
la costumbre (700)$$$custom
la paz (702)$$$peace
la noticia (703)$$$news
la circunstancia (704)$$$circumstance
el dolor (705)$$$pain, ache, grief
el estilo (707)$$$style
el precio (708)$$$price, cost, value
la planta (711)$$$plant, sole
el personaje (712)$$$fictional character, celebrity
el éxito (714)$$$success
la hija (715)$$$daughter
el ediﬁcio (717)$$$building
la autoridad (718)$$$authority
la piedra (719)$$$stone
el conjunto (721)$$$collection, group; ensemble, outfit; whole, entirety
la suerte (725)$$$luck; fate
el espíritu (731)$$$spirit
el miembro (732)$$$member, limb
el recurso (735)$$$resource, recourse, means
la pared (736)$$$interior wall
el equipo (737)$$$team; gear or equipment
el error (738)$$$error, mistake
la diﬁcultad (741)$$$difﬁculty
la voluntad (745)$$$will, willpower, intention
la reunión (746)$$$meeting, reunion
el o la modelo (747)$$$model
la fecha (749)$$$date
el propósito (752)$$$intention, purpose
el cuidado (754)$$$care, concern
el puesto (755)$$$job, place, position
el grado (756)$$$degree, grade
la lucha (758)$$$ﬁght, struggle, wrestle
el jefe (761)$$$leader, boss, manager
el periódico (765)$$$newspaper, periodical
el par (768)$$$pair, couple
el público (769)$$$public, audience
la calidad (772)$$$quality
la ciencia (775)$$$science
el tamaño (776)$$$size, dimension
el o la doctor (778)$$$doctor
el cuadro (779)$$$square; painting, picture; baseball diamond, infield; panel, board
el caballo (780)$$$horse
la responsabilidad (781)$$$responsibility
el detalle (784)$$$detail
la marcha (785)$$$march, progress
la carne (787)$$$meat, flesh
el pensamiento (789)$$$thought, thinking
el cargo (791)$$$burden; charge or duty; position or office
la construcción (794)$$$construction
el juicio (795)$$$judgment
el terreno (796)$$$terrain; earth, ground; plot or tract of land
el piso (797)$$$ﬂoor, storey
la compañía (798)$$$company . . . as in a group of people or a business
el texto (800)$$$text
la fuente (801)$$$spring, fountain, source
el presente (802)$$$present
la revista (804)$$$magazine, journal
la esperanza (805)$$$hope
la máquina (806)$$$machine
la frase (809)$$$phrase
la sala (811)$$$room, hall
el instrumento (813)$$$instrument
la defensa (815)$$$defense
el director, la directora (816)$$$director, manager; orchestral conductor
la explicación (818)$$$explanation
el artículo (819)$$$geleral article, grammatical article, magazine article
el radio (824)$$$radio set
la radio (824)$$$radio communication
la película (826)$$$movie, ﬁlm
la elección (827)$$$choice, selection, election
la visita (828)$$$visit; visitor
el apoyo (830)$$$support
el presidente (831)$$$president
la arma (832)$$$weapon
el árbol (833)$$$tree
el encuentro (836)$$$meeting, encounter
la corriente (838)$$$current, flow of current
la lectura (839)$$$reading
la existencia (840)$$$existence, life
el lenguaje (841)$$$language, speech
el destino (844)$$$destiny, fate; destination
la educación (845)$$$education
la operación (848)$$$operation
la nota (853)$$$note, grade
el teatro (861)$$$theater, drama
el negocio (864)$$$business, transaction
la letra (865)$$$letter, handwriting, lyrics
el sentimiento (867)$$$feeling, sentiment
la solución (871)$$$solution, answer
la comida (873)$$$food, meal, dinner
la impresión (874)$$$impression, printing
el plano (875)$$$plane, map, level
la intención (876)$$$intention
el ritmo (877)$$$rhythm
el banco (881)$$$banking institution; stool, bench; pew; school of fish
la piel (884)$$$skin, hide, fur
el control (889)$$$control
la investigación (890)$$$investigation
la conversación (892)$$$conversation
el verano (893)$$$summer
el respeto (894)$$$respect, regard
el norte (895)$$$north
la tradición (898)$$$tradition
la población (900)$$$population
la pareja (901)$$$couple, pair
el pasado (902)$$$past
el diario (903)$$$newspaper
la generación (906)$$$generation
la visión (908)$$$vision
el peligro (913)$$$danger, menace
el oro (914)$$$gold
el vino (917)$$$wine
la etapa (921)$$$period, stage
el silencio (923)$$$silence
el o la artista (928)$$$artist, performer
la labor (930)$$$labor, work, task
el cielo (932)$$$sky, heaven, ceiling
la práctica (933)$$$practice, skill
el límite (934)$$$limit
la masa (935)$$$mass; dough, batter
las masas (935)$$$the masses
la formación (938)$$$formation, education
el perro (939)$$$dog
la izquierda (940)$$$left
la energía (946)$$$energy
la conﬁanza (947)$$$conﬁdence, trust
la ﬂor (950)$$$ﬂower
el esposo, la esposa (951)$$$spouse
la revolución (957)$$$revolution
el maestro, la maestra (961)$$$teacher, master
el fenómeno (966)$$$phenomenon
la presión (967)$$$pressure
el alumno, la alumna (969)$$$pupil, student
la teoría (970)$$$theory
el tono (972)$$$tone
la salud (973)$$$health
la vía (982)$$$road, route, railroad track
la alma (984)$$$soul
la madera (987)$$$wood
la ﬁesta (988)$$$party, feast
